iso3,concept_id,category,computed_score,n_present,n_absent_penalty_relevant,f,floor_low,floor_sd,floor,penalty_w,penalty_regime,penalized_score,relevance,measurement_quality,effective_weight,weighted_contribution,low_confidence
SYC,1,Political foundations,0.5910014041943903,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.5910014041943903,1.0,1.0,1.0,0.5910014041943903,False
SYR,1,Political foundations,0.3561287002139241,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.3561287002139241,1.0,1.0,1.0,0.3561287002139241,False
TCD,1,Political foundations,0.2481989665801793,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.2481989665801793,1.0,1.0,1.0,0.2481989665801793,False
TGO,1,Political foundations,0.4257231813299691,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.4257231813299691,1.0,1.0,1.0,0.4257231813299691,False
THA,1,Political foundations,0.3982887136023774,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.3982887136023774,1.0,1.0,1.0,0.3982887136023774,False
TJK,1,Political foundations,0.2333352366131765,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.2333352366131765,1.0,1.0,1.0,0.2333352366131765,False
TLS,1,Political foundations,0.5096020838571034,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.5096020838571034,1.0,1.0,1.0,0.5096020838571034,False
TTO,1,Political foundations,0.6190734426267855,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.6190734426267855,1.0,1.0,1.0,0.6190734426267855,False
TUN,1,Political foundations,0.5409373875273346,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.5409373875273346,1.0,1.0,1.0,0.5409373875273346,False
TUR,1,Political foundations,0.4126879943566355,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.4126879943566355,1.0,1.0,1.0,0.4126879943566355,False
TZA,1,Political foundations,0.5016146756282365,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.5016146756282365,1.0,1.0,1.0,0.5016146756282365,False
UGA,1,Political foundations,0.3456923526616004,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.3456923526616004,1.0,1.0,1.0,0.3456923526616004,False
UKR,1,Political foundations,0.4423284650425136,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.4423284650425136,1.0,1.0,1.0,0.4423284650425136,False
URY,1,Political foundations,0.6907493874557536,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.6907493874557536,1.0,1.0,1.0,0.6907493874557536,False
USA,1,Political foundations,0.4876498911564299,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.4876498911564299,1.0,1.0,1.0,0.4876498911564299,False
UZB,1,Political foundations,0.3357081498437917,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.3357081498437917,1.0,1.0,1.0,0.3357081498437917,False
VEN,1,Political foundations,0.3059727010383772,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.3059727010383772,1.0,1.0,1.0,0.3059727010383772,False
VNM,1,Political foundations,0.3784842802476921,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.3784842802476921,1.0,1.0,1.0,0.3784842802476921,False
VUT,1,Political foundations,0.6076552626781958,5,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.6076552626781958,1.0,1.0,1.0,0.6076552626781958,False
WSM,1,Political foundations,0.5739665284261657,3,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.5739665284261657,1.0,1.0,1.0,0.5739665284261657,True
XKX,1,Political foundations,0.5370492317041096,5,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.5370492317041096,1.0,1.0,1.0,0.5370492317041096,False
YEM,1,Political foundations,0.2341076075876221,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.2341076075876221,1.0,1.0,1.0,0.2341076075876221,False
ZAF,1,Political foundations,0.5045613970690831,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.5045613970690831,1.0,1.0,1.0,0.5045613970690831,False
ZMB,1,Political foundations,0.474974657732071,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.474974657732071,1.0,1.0,1.0,0.474974657732071,False
ZWE,1,Political foundations,0.2919924173770556,7,0,1.0,0.1191675272205424,0.13975264893651285,0.0,0.0,none,0.2919924173770556,1.0,1.0,1.0,0.2919924173770556,False
ABW,2,Political foundations,0.7239353186072632,1,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.7239353186072632,1.0,1.0,1.0,0.7239353186072632,True
AFG,2,Political foundations,0.2722381034982528,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.2722381034982528,1.0,1.0,1.0,0.2722381034982528,False
AGO,2,Political foundations,0.4408325486397456,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.4408325486397456,1.0,1.0,1.0,0.4408325486397456,False
ALB,2,Political foundations,0.4809238499299272,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.4809238499299272,1.0,1.0,1.0,0.4809238499299272,False
AND,2,Political foundations,0.5853525700196452,4,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5853525700196452,1.0,1.0,1.0,0.5853525700196452,False
ARE,2,Political foundations,0.6008686440300222,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.6008686440300222,1.0,1.0,1.0,0.6008686440300222,False
ARG,2,Political foundations,0.5422641954402793,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5422641954402793,1.0,1.0,1.0,0.5422641954402793,False
ARM,2,Political foundations,0.4693922865661382,6,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.4693922865661382,1.0,1.0,1.0,0.4693922865661382,False
ASM,2,Political foundations,0.7109395252438642,1,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.7109395252438642,1.0,1.0,1.0,0.7109395252438642,True
ATG,2,Political foundations,0.5683013529624793,5,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5683013529624793,1.0,1.0,1.0,0.5683013529624793,False
AUS,2,Political foundations,0.6060576599274662,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.6060576599274662,1.0,1.0,1.0,0.6060576599274662,False
AUT,2,Political foundations,0.6608814224203678,5,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.6608814224203678,1.0,1.0,1.0,0.6608814224203678,False
AZE,2,Political foundations,0.5502408282840291,6,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5502408282840291,1.0,1.0,1.0,0.5502408282840291,False
BDI,2,Political foundations,0.4261278827843934,6,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.4261278827843934,1.0,1.0,1.0,0.4261278827843934,False
BEL,2,Political foundations,0.582303441918326,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.582303441918326,1.0,1.0,1.0,0.582303441918326,False
BEN,2,Political foundations,0.3268821495147225,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.3268821495147225,1.0,1.0,1.0,0.3268821495147225,False
BFA,2,Political foundations,0.2600495038485953,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.2600495038485953,1.0,1.0,1.0,0.2600495038485953,False
BGD,2,Political foundations,0.3944142675056599,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.3944142675056599,1.0,1.0,1.0,0.3944142675056599,False
BGR,2,Political foundations,0.57207408243173,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.57207408243173,1.0,1.0,1.0,0.57207408243173,False
BHR,2,Political foundations,0.5449953795417504,6,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5449953795417504,1.0,1.0,1.0,0.5449953795417504,False
BHS,2,Political foundations,0.557746112769734,5,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.557746112769734,1.0,1.0,1.0,0.557746112769734,False
BIH,2,Political foundations,0.463678426427192,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.463678426427192,1.0,1.0,1.0,0.463678426427192,False
BLR,2,Political foundations,0.4622618525973803,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.4622618525973803,1.0,1.0,1.0,0.4622618525973803,False
BLZ,2,Political foundations,0.5463634270532247,5,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5463634270532247,1.0,1.0,1.0,0.5463634270532247,False
BMU,2,Political foundations,0.6634799338618445,1,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.6634799338618445,1.0,1.0,1.0,0.6634799338618445,True
BOL,2,Political foundations,0.4520119006924039,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.4520119006924039,1.0,1.0,1.0,0.4520119006924039,False
BRA,2,Political foundations,0.5120498376286583,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5120498376286583,1.0,1.0,1.0,0.5120498376286583,False
BRB,2,Political foundations,0.5452700423192501,6,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5452700423192501,1.0,1.0,1.0,0.5452700423192501,False
BRN,2,Political foundations,0.5709951153436026,4,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5709951153436026,1.0,1.0,1.0,0.5709951153436026,False
BTN,2,Political foundations,0.5264334134874822,6,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5264334134874822,1.0,1.0,1.0,0.5264334134874822,False
BWA,2,Political foundations,0.5168733037903205,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5168733037903205,1.0,1.0,1.0,0.5168733037903205,False
CAF,2,Political foundations,0.3704311557322674,6,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.3704311557322674,1.0,1.0,1.0,0.3704311557322674,False
CAN,2,Political foundations,0.5295380279585288,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5295380279585288,1.0,1.0,1.0,0.5295380279585288,False
CHE,2,Political foundations,0.6727117154020111,4,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.6727117154020111,1.0,1.0,1.0,0.6727117154020111,False
CHL,2,Political foundations,0.4811109873275863,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.4811109873275863,1.0,1.0,1.0,0.4811109873275863,False
CHN,2,Political foundations,0.5545635377629891,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5545635377629891,1.0,1.0,1.0,0.5545635377629891,False
CIV,2,Political foundations,0.4522859743664334,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.4522859743664334,1.0,1.0,1.0,0.4522859743664334,False
CMR,2,Political foundations,0.3919211792096995,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.3919211792096995,1.0,1.0,1.0,0.3919211792096995,False
COD,2,Political foundations,0.3057909748843609,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.3057909748843609,1.0,1.0,1.0,0.3057909748843609,False
COG,2,Political foundations,0.5124056147161299,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5124056147161299,1.0,1.0,1.0,0.5124056147161299,False
COL,2,Political foundations,0.4117338649364616,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.4117338649364616,1.0,1.0,1.0,0.4117338649364616,False
COM,2,Political foundations,0.533732806245315,5,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.533732806245315,1.0,1.0,1.0,0.533732806245315,False
CPV,2,Political foundations,0.5877937664054333,5,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5877937664054333,1.0,1.0,1.0,0.5877937664054333,False
CRI,2,Political foundations,0.5874967437800503,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5874967437800503,1.0,1.0,1.0,0.5874967437800503,False
CUB,2,Political foundations,0.5622769546199303,6,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5622769546199303,1.0,1.0,1.0,0.5622769546199303,False
CYM,2,Political foundations,0.7459225084150053,1,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.7459225084150053,1.0,1.0,1.0,0.7459225084150053,True
CYP,2,Political foundations,0.5502808267118732,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5502808267118732,1.0,1.0,1.0,0.5502808267118732,False
CZE,2,Political foundations,0.5405237201055851,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5405237201055851,1.0,1.0,1.0,0.5405237201055851,False
DEU,2,Political foundations,0.5872048545032134,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5872048545032134,1.0,1.0,1.0,0.5872048545032134,False
DJI,2,Political foundations,0.5303330025962099,6,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5303330025962099,1.0,1.0,1.0,0.5303330025962099,False
DMA,2,Political foundations,0.5632402146759028,5,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5632402146759028,1.0,1.0,1.0,0.5632402146759028,False
DNK,2,Political foundations,0.6154413223026513,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.6154413223026513,1.0,1.0,1.0,0.6154413223026513,False
DOM,2,Political foundations,0.5604430828078528,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5604430828078528,1.0,1.0,1.0,0.5604430828078528,False
DZA,2,Political foundations,0.5181332524773047,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5181332524773047,1.0,1.0,1.0,0.5181332524773047,False
ECU,2,Political foundations,0.5011849541618749,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5011849541618749,1.0,1.0,1.0,0.5011849541618749,False
EGY,2,Political foundations,0.4604857227256224,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.4604857227256224,1.0,1.0,1.0,0.4604857227256224,False
ESP,2,Political foundations,0.5755331296410039,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5755331296410039,1.0,1.0,1.0,0.5755331296410039,False
EST,2,Political foundations,0.605641873819042,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.605641873819042,1.0,1.0,1.0,0.605641873819042,False
ETH,2,Political foundations,0.359802169837521,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.359802169837521,1.0,1.0,1.0,0.359802169837521,False
FIN,2,Political foundations,0.6154045969754306,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.6154045969754306,1.0,1.0,1.0,0.6154045969754306,False
FJI,2,Political foundations,0.4922807086545981,5,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.4922807086545981,1.0,1.0,1.0,0.4922807086545981,False
FRA,2,Political foundations,0.5535852958900901,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5535852958900901,1.0,1.0,1.0,0.5535852958900901,False
FSM,2,Political foundations,0.5834865873636976,4,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5834865873636976,1.0,1.0,1.0,0.5834865873636976,False
GAB,2,Political foundations,0.4458274779037912,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.4458274779037912,1.0,1.0,1.0,0.4458274779037912,False
GBR,2,Political foundations,0.5034290958275759,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5034290958275759,1.0,1.0,1.0,0.5034290958275759,False
GEO,2,Political foundations,0.4552838219137197,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.4552838219137197,1.0,1.0,1.0,0.4552838219137197,False
GHA,2,Political foundations,0.500265679417271,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.500265679417271,1.0,1.0,1.0,0.500265679417271,False
GIN,2,Political foundations,0.440577767147298,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.440577767147298,1.0,1.0,1.0,0.440577767147298,False
GMB,2,Political foundations,0.4811615233807898,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.4811615233807898,1.0,1.0,1.0,0.4811615233807898,False
GNB,2,Political foundations,0.3517789159649793,6,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.3517789159649793,1.0,1.0,1.0,0.3517789159649793,False
GNQ,2,Political foundations,0.5523869102839748,6,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5523869102839748,1.0,1.0,1.0,0.5523869102839748,False
GRC,2,Political foundations,0.4943852974566273,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.4943852974566273,1.0,1.0,1.0,0.4943852974566273,False
GRD,2,Political foundations,0.5711749853307209,5,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5711749853307209,1.0,1.0,1.0,0.5711749853307209,False
GRL,2,Political foundations,0.7088331159486042,1,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.7088331159486042,1.0,1.0,1.0,0.7088331159486042,True
GTM,2,Political foundations,0.5146951906942719,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5146951906942719,1.0,1.0,1.0,0.5146951906942719,False
GUM,2,Political foundations,0.6671134217019707,1,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.6671134217019707,1.0,1.0,1.0,0.6671134217019707,True
GUY,2,Political foundations,0.4602430772997861,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.4602430772997861,1.0,1.0,1.0,0.4602430772997861,False
HKG,2,Political foundations,0.6857053974177783,3,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.6857053974177783,1.0,1.0,1.0,0.6857053974177783,True
HND,2,Political foundations,0.4415446756195683,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.4415446756195683,1.0,1.0,1.0,0.4415446756195683,False
HRV,2,Political foundations,0.5844380627976983,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5844380627976983,1.0,1.0,1.0,0.5844380627976983,False
HTI,2,Political foundations,0.3234793006290924,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.3234793006290924,1.0,1.0,1.0,0.3234793006290924,False
HUN,2,Political foundations,0.5346855657549338,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.5346855657549338,1.0,1.0,1.0,0.5346855657549338,False
IDN,2,Political foundations,0.4092305780658198,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.4092305780658198,1.0,1.0,1.0,0.4092305780658198,False
IND,2,Political foundations,0.3782535380913446,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.3782535380913446,1.0,1.0,1.0,0.3782535380913446,False
IRL,2,Political foundations,0.61798017603229,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.61798017603229,1.0,1.0,1.0,0.61798017603229,False
IRN,2,Political foundations,0.3318461394522082,7,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.3318461394522082,1.0,1.0,1.0,0.3318461394522082,False
IRQ,2,Political foundations,0.3546290254308404,6,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.3546290254308404,1.0,1.0,1.0,0.3546290254308404,False
ISL,2,Political foundations,0.6248105905455099,6,0,1.0,0.2531000405680467,0.09831743872013671,0.15478260184790998,0.0,none,0.6248105905455099,1.0,1.0,1.0,0.6248105905455099,False
