iso3,jurisdiction,methodology_round,report_type,report_date,assessment_body,IO1,IO2,IO3,IO4,IO5,IO6,IO7,IO8,IO9,IO10,IO11,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,IO1_num,IO2_num,IO3_num,IO4_num,IO5_num,IO6_num,IO7_num,IO8_num,IO9_num,IO10_num,IO11_num,R1_num,R2_num,R3_num,R4_num,R5_num,R6_num,R7_num,R8_num,R9_num,R10_num,R11_num,R12_num,R13_num,R14_num,R15_num,R16_num,R17_num,R18_num,R19_num,R20_num,R21_num,R22_num,R23_num,R24_num,R25_num,R26_num,R27_num,R28_num,R29_num,R30_num,R31_num,R32_num,R33_num,R34_num,R35_num,R36_num,R37_num,R38_num,R39_num,R40_num,n_upgrades,n_downgrades
ALB,Albania,2013,MER+FUR(s),2023-05,MONEYVAL,ME,ME,ME,SE,ME,SE,ME,ME,LE,ME,LE,LC,LC,LC,LC,LC,C,PC,LC,LC,LC,LC,LC,LC,C,PC,LC,,LC,C,LC,C,LC,LC,LC,LC,LC,LC,LC,LC,C,LC,LC,LC,LC,LC,LC,LC,C,LC,LC,1,1,1,2,1,2,1,1,0,1,0,2,2,2,2,2,3,1,2,2,2,2,2,2.0,3,1,2,,2,3,2,3,2,2,2,2.0,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,1
DZA,Algeria,2013,MER+FUR(s),2026-05,MENAFATF,LE,ME,LE,LE,LE,ME,ME,SE,SE,LE,LE,LC,C,LC,LC,C,LC,LC,NC,C,LC,LC,C,C,LC,NC,LC,,LC,C,LC,LC,PC,PC,NC,NC,LC,LC,LC,LC,LC,LC,PC,C,PC,C,C,LC,LC,LC,NC,0,1,0,0,0,1,1,2,2,0,0,2,3,2,2,3,2,2,0,3,2,2,3,3.0,2,0,2,,2,3,2,2,1,1,0,0.0,2,2,2,2,2,2,1,3,1,3,3,2,2,2,0,10,
AND,Andorra,2013,MER+FUR(s),2021-12,MONEYVAL,SE,SE,ME,ME,ME,SE,ME,ME,SE,ME,ME,LC,C,LC,C,LC,LC,C,LC,LC,LC,C,LC,LC,LC,PC,LC,LC,LC,C,C,C,LC,LC,LC,LC,LC,LC,LC,LC,C,PC,C,LC,LC,LC,PC,LC,LC,LC,LC,2,2,1,1,1,2,1,1,2,1,1,2,3,2,3,2,2,3,2,2,2,3,2,2.0,2,1,2,2.0,2,3,3,3,2,2,2,2.0,2,2,2,2,3,1,3,2,2,2,1,2,2,2,2,1,1
AGO,Angola,2013,MER+FUR(s),2026-03,ESAAMLG,LE,LE,LE,LE,LE,ME,LE,ME,ME,LE,LE,LC,PC,PC,LC,LC,PC,PC,NC,LC,LC,C,C,LC,C,PC,LC,LC,LC,C,PC,LC,PC,PC,PC,NC,C,C,LC,LC,LC,LC,LC,PC,C,PC,PC,PC,LC,LC,PC,0,0,0,0,0,1,0,1,1,0,0,2,1,1,2,2,1,1,0,2,2,3,3,2.0,3,1,2,2.0,2,3,1,2,1,1,1,0.0,3,3,2,2,2,2,2,1,3,1,1,1,2,2,1,3,
AIA,Anguilla,2013,MER,2024-07,CFATF,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,PC,C,C,C,LC,LC,LC,LC,C,LC,C,LC,C,C,LC,LC,C,LC,C,C,C,PC,PC,LC,PC,LC,LC,PC,C,C,C,LC,C,C,PC,LC,LC,PC,LC,LC,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,2,3,2,3,2,3.0,3,2,2,3.0,2,3,3,3,1,1,2,1.0,2,2,1,3,3,3,2,3,3,1,2,2,1,2,2,,
ATG,Antigua and Barbuda,2013,MER+FUR(s),2021-11,CFATF,ME,ME,LE,ME,ME,ME,LE,ME,ME,LE,LE,LC,C,LC,LC,C,PC,PC,NC,C,LC,LC,LC,C,LC,LC,LC,C,C,C,C,LC,LC,LC,LC,LC,LC,LC,C,LC,LC,LC,LC,LC,C,PC,LC,C,LC,LC,LC,1,1,0,1,1,1,0,1,1,0,0,2,3,2,2,3,1,1,0,3,2,2,2,3.0,2,2,2,3.0,3,3,3,2,2,2,2,2.0,2,2,3,2,2,2,2,2,3,1,2,3,2,2,2,6,1
ARG,Argentina,2013,MER,2024-12,FATF/GAFILAT,ME,SE,ME,ME,ME,ME,ME,ME,ME,ME,LE,LC,C,LC,LC,LC,PC,NC,PC,C,LC,C,C,C,PC,PC,PC,PC,PC,C,C,LC,PC,PC,PC,PC,LC,C,LC,C,LC,LC,LC,LC,LC,C,LC,C,LC,C,PC,1,2,1,1,1,1,1,1,1,1,0,2,3,2,2,2,1,0,1,3,2,3,3,3.0,1,1,1,1.0,1,3,3,2,1,1,1,1.0,2,3,2,3,2,2,2,2,2,3,2,3,2,3,1,,
ARM,Armenia,2013,MER+FUR(s),2018-07,MONEYVAL,ME,SE,ME,SE,SE,ME,LE,LE,SE,SE,SE,LC,LC,LC,LC,LC,LC,LC,C,C,LC,C,PC,C,C,C,C,C,C,C,C,C,LC,C,LC,LC,LC,C,PC,C,LC,PC,C,C,C,LC,LC,LC,LC,LC,C,1,2,1,2,2,1,0,0,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,3.0,3,3,3,3.0,3,3,3,3,2,3,2,2.0,2,3,1,3,2,1,3,3,3,2,2,2,2,2,3,3,
ABW,Aruba,2013,MER,2022-07,CFATF,SE,SE,SE,SE,ME,SE,ME,SE,ME,ME,LE,LC,LC,LC,C,C,LC,PC,PC,C,LC,C,C,C,C,PC,C,C,C,LC,C,C,LC,LC,PC,PC,C,C,PC,C,C,C,LC,PC,C,LC,LC,LC,LC,LC,LC,2,2,2,2,1,2,1,2,1,1,0,2,2,2,3,3,2,1,1,3,2,3,3,3.0,3,1,3,3.0,3,2,3,3,2,2,1,1.0,3,3,1,3,3,3,2,1,3,2,2,2,2,2,2,,
AUS,Australia,2013,MER+FUR(s),2024-03,FATF,SE,HE,ME,ME,ME,SE,ME,ME,SE,ME,SE,PC,LC,C,C,C,C,C,LC,C,LC,LC,LC,C,LC,PC,PC,C,LC,LC,C,C,NC,NC,PC,NC,LC,PC,NC,C,C,LC,C,LC,LC,PC,C,C,C,C,C,2,3,1,1,1,2,1,1,2,1,2,1,2,3,3,3,3,3,2,3,2,2,2,3.0,2,1,1,3.0,2,2,3,3,0,0,1,0.0,2,1,0,3,3,2,3,2,2,1,3,3,3,3,3,5,1
AUT,Austria,2022,MER,2026-04,FATF,ME,ME,SE,ME,HE,ME,ME,ME,SE,ME,ME,LC,LC,LC,LC,C,LC,LC,C,C,LC,LC,C,LC,LC,LC,LC,LC,C,LC,C,C,LC,PC,LC,LC,C,C,LC,LC,C,LC,LC,LC,C,LC,C,C,LC,C,LC,1,1,2,1,3,1,1,1,2,1,1,2,2,2,2,3,2,2,3,3,2,2,3,2.0,2,2,2,2.0,3,2,3,3,2,1,2,2.0,3,3,2,2,3,2,2,2,3,2,3,3,2,3,2,2,
AZE,Azerbaijan,2013,MER+FUR(s),2025-12,MONEYVAL,ME,SE,LE,ME,ME,ME,ME,ME,SE,ME,ME,LC,C,LC,LC,LC,LC,LC,LC,LC,LC,C,C,C,LC,PC,LC,C,LC,LC,C,LC,LC,LC,LC,LC,LC,PC,PC,C,LC,LC,LC,C,LC,NC,LC,LC,LC,LC,LC,1,2,0,1,1,1,1,1,2,1,1,2,3,2,2,2,2,2,2,2,2,3,3,3.0,2,1,2,3.0,2,2,3,2,2,2,2,2.0,2,1,1,3,2,2,2,3,2,0,2,2,2,2,2,7,
BHS,Bahamas,2013,MER+FUR(s),2022-12,CFATF,LE,ME,ME,ME,ME,ME,LE,LE,LE,LE,LE,LC,LC,C,C,LC,LC,LC,C,C,C,LC,C,C,C,C,LC,C,LC,C,C,C,C,LC,LC,LC,C,C,C,C,C,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,0,1,1,1,1,1,0,0,0,0,0,2,2,3,3,2,2,2,3,3,3,2,3,3.0,3,3,2,3.0,2,3,3,3,3,2,2,2.0,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
BHR,Bahrain,2013,MER+FUR(s),2022-05,MENAFATF,ME,SE,SE,ME,ME,SE,ME,ME,ME,ME,ME,LC,C,LC,C,LC,LC,LC,LC,C,LC,C,LC,LC,LC,LC,LC,C,C,LC,LC,LC,PC,LC,LC,LC,LC,LC,LC,C,C,C,LC,LC,LC,LC,LC,LC,LC,LC,LC,1,2,2,1,1,2,1,1,1,1,1,2,3,2,3,2,2,2,2,3,2,3,2,2.0,2,2,2,3.0,3,2,2,2,1,2,2,2.0,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,7,1
GGY,Bailiwick of Guernsey,2013,MER,2024-12,MONEYVAL,SE,SE,ME,ME,SE,ME,LE,ME,SE,HE,HE,LC,C,C,C,C,LC,LC,LC,C,LC,C,LC,C,C,LC,C,LC,LC,C,C,C,LC,LC,LC,C,LC,C,LC,C,C,C,C,C,C,LC,C,C,C,C,C,2,2,1,1,2,1,0,1,2,3,3,2,3,3,3,3,2,2,2,3,2,3,2,3.0,3,2,3,2.0,2,3,3,3,2,2,2,3.0,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,,
BGD,Bangladesh,2013,MER+FUR(s),2020-12,APG,ME,SE,ME,LE,LE,ME,LE,LE,SE,ME,SE,PC,LC,LC,LC,LC,C,LC,LC,LC,LC,C,LC,LC,LC,PC,C,LC,C,LC,C,C,LC,LC,PC,PC,LC,LC,LC,LC,C,LC,LC,C,LC,PC,LC,LC,LC,LC,LC,1,2,1,0,0,1,0,0,2,1,2,1,2,2,2,2,3,2,2,2,2,3,2,2.0,2,1,3,2.0,3,2,3,3,2,2,1,1.0,2,2,2,2,3,2,2,3,2,1,2,2,2,2,2,2,1
BRB,Barbados,2013,MER+FUR(s),2021-02,CFATF,LE,ME,ME,ME,ME,LE,LE,LE,LE,LE,LE,LC,LC,LC,C,LC,LC,LC,PC,C,LC,C,LC,LC,LC,PC,LC,LC,LC,LC,C,PC,LC,PC,PC,LC,C,C,LC,LC,LC,PC,LC,LC,LC,LC,PC,LC,LC,LC,LC,0,1,1,1,1,0,0,0,0,0,0,2,2,2,3,2,2,2,1,3,2,3,2,2.0,2,1,2,2.0,2,2,3,1,2,1,1,2.0,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,11,2
BLR,Belarus,2013,MER,2019-12,EAG,SE,SE,ME,ME,LE,SE,ME,ME,SE,ME,SE,LC,LC,C,C,C,LC,LC,PC,C,LC,LC,LC,LC,C,PC,LC,LC,LC,LC,C,C,LC,LC,LC,LC,LC,LC,PC,C,C,C,LC,LC,C,LC,C,LC,LC,LC,LC,2,2,1,1,0,2,1,1,2,1,2,2,2,3,3,3,2,2,1,3,2,2,2,2.0,3,1,2,2.0,2,2,3,3,2,2,2,2.0,2,2,1,3,3,3,2,2,3,2,3,2,2,2,2,,
BEL,Belgium,2022,MER,2025-12,FATF,ME,ME,ME,ME,ME,SE,ME,ME,SE,ME,ME,LC,PC,LC,LC,C,PC,LC,PC,C,C,LC,C,PC,C,NC,LC,LC,LC,C,LC,C,LC,LC,PC,LC,C,C,LC,LC,C,C,PC,LC,LC,C,C,LC,LC,LC,LC,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,3,1,2,1,3,3,2,3,1.0,3,0,2,2.0,2,3,2,3,2,2,1,2.0,3,3,2,2,3,3,1,2,2,3,3,2,2,2,2,15,
BLZ,Belize,2013,MER,2025-01,CFATF,SE,SE,ME,ME,ME,ME,LE,ME,SE,SE,SE,C,C,C,C,C,C,C,LC,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,LC,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,2,2,1,1,1,1,0,1,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3.0,3,3,3,3.0,3,3,3,3,3,3,2,3.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
BEN,Benin,2013,MER+FUR(s),2025-05,GIABA,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LC,LC,LC,PC,C,LC,LC,NC,C,LC,LC,PC,LC,PC,NC,PC,LC,LC,LC,LC,C,PC,LC,NC,NC,LC,C,NC,C,C,C,LC,LC,LC,LC,LC,C,LC,LC,LC,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,3,2,2,0,3,2,2,1,2.0,1,0,1,2.0,2,2,2,3,1,2,0,0.0,2,3,0,3,3,3,2,2,2,2,2,3,2,2,2,7,1
BMU,Bermuda,2013,MER,2020-01,CFATF,HE,SE,SE,ME,SE,SE,ME,LE,SE,SE,ME,C,C,C,LC,C,LC,LC,C,C,C,C,LC,C,C,C,C,C,C,C,C,C,C,C,LC,LC,LC,C,C,C,C,C,PC,C,LC,LC,C,LC,LC,C,C,3,2,2,1,2,2,1,0,2,2,1,3,3,3,2,3,2,2,3,3,3,3,2,3.0,3,3,3,3.0,3,3,3,3,3,3,2,2.0,2,3,3,3,3,3,1,3,2,2,3,2,2,3,3,,
BTN,Bhutan,2013,MER+FUR(s),2023-08,APG,LE,ME,LE,LE,LE,LE,LE,LE,ME,LE,LE,LC,LC,LC,LC,LC,LC,LC,PC,C,C,C,C,C,LC,NC,LC,LC,LC,LC,LC,LC,C,LC,PC,LC,LC,C,PC,LC,LC,PC,LC,LC,LC,LC,PC,NC,LC,LC,PC,0,1,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,1,3,3,3,3,3.0,2,0,2,2.0,2,2,2,2,3,2,1,2.0,2,3,1,2,2,1,2,2,2,2,1,0,2,2,1,2,1
BOL,Bolivia,2013,MER+FUR(s),2025-08,GAFILAT,ME,SE,ME,LE,ME,ME,LE,ME,ME,ME,ME,LC,C,LC,C,LC,LC,C,PC,C,LC,C,C,LC,C,PC,LC,C,LC,LC,LC,PC,C,LC,LC,C,LC,C,C,C,C,PC,LC,C,LC,LC,LC,LC,LC,LC,LC,1,2,1,0,1,1,0,1,1,1,1,2,3,2,3,2,2,3,1,3,2,3,3,2.0,3,1,2,3.0,2,2,2,1,3,2,2,3.0,2,3,3,3,3,1,2,3,2,2,2,2,2,2,2,3,
BIH,Bosnia and Herzegovina,2013,MER,2024-12,MONEYVAL,ME,ME,ME,ME,ME,ME,ME,ME,ME,LE,LE,PC,PC,LC,LC,LC,LC,PC,NC,LC,LC,LC,PC,C,LC,NC,LC,LC,LC,LC,LC,C,LC,LC,PC,LC,PC,LC,NC,C,C,LC,LC,PC,PC,PC,PC,LC,PC,LC,PC,1,1,1,1,1,1,1,1,1,0,0,1,1,2,2,2,2,1,0,2,2,2,1,3.0,2,0,2,2.0,2,2,2,3,2,2,1,2.0,1,2,0,3,3,2,2,1,1,1,1,2,1,2,1,,
BWA,Botswana,2013,MER+FUR(s),2023-01,ESAAMLG,LE,ME,LE,LE,LE,ME,LE,LE,LE,LE,LE,LC,PC,C,LC,C,LC,LC,PC,C,LC,LC,LC,LC,NC,PC,LC,,LC,LC,C,LC,LC,LC,PC,LC,LC,C,PC,LC,LC,LC,LC,LC,LC,PC,C,LC,C,LC,LC,0,1,0,0,0,1,0,0,0,0,0,2,1,3,2,3,2,2,1,3,2,2,2,2.0,0,1,2,,2,2,3,2,2,2,1,2.0,2,3,1,2,2,2,2,2,2,1,3,2,3,2,2,4,
BRA,Brazil,2013,MER,2023-12,FATF/GAFILAT,SE,SE,ME,ME,ME,ME,ME,ME,ME,ME,ME,LC,LC,LC,LC,PC,PC,LC,PC,C,LC,C,LC,C,C,PC,C,LC,LC,PC,LC,C,PC,PC,PC,PC,LC,C,PC,C,C,C,PC,LC,LC,LC,LC,LC,LC,LC,LC,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,3,2,3,2,3.0,3,1,3,2.0,2,1,2,3,1,1,1,1.0,2,3,1,3,3,3,1,2,2,2,2,2,2,2,2,,
VGB,British Virgin Islands,2013,MER+FUR(s),2025-10,CFATF,ME,ME,LE,LE,ME,LE,LE,LE,ME,LE,LE,LC,C,LC,LC,C,LC,LC,LC,C,LC,LC,LC,C,LC,LC,LC,LC,LC,LC,C,C,LC,LC,LC,LC,LC,C,C,C,C,LC,LC,C,LC,LC,LC,LC,LC,C,LC,1,1,0,0,1,0,0,0,1,0,0,2,3,2,2,3,2,2,2,3,2,2,2,3.0,2,2,2,2.0,2,2,3,3,2,2,2,2.0,2,3,3,3,3,2,2,3,2,2,2,2,2,3,2,4,
BRN,Brunei Darussalam,2013,MER+FUR(s),2024-06,APG,SE,SE,ME,ME,ME,SE,ME,ME,SE,SE,LE,LC,LC,LC,C,LC,LC,NC,LC,C,LC,LC,LC,LC,LC,PC,LC,LC,C,LC,LC,LC,LC,LC,PC,NC,LC,C,LC,C,C,LC,C,LC,LC,LC,LC,LC,LC,LC,LC,2,2,1,1,1,2,1,1,2,2,0,2,2,2,3,2,2,0,2,3,2,2,2,2.0,2,1,2,2.0,3,2,2,2,2,2,1,0.0,2,3,2,3,3,2,3,2,2,2,2,2,2,2,2,8,
BGR,Bulgaria,2013,MER+FUR(s),2025-06,MONEYVAL,ME,ME,ME,ME,LE,LE,LE,LE,ME,ME,LE,LC,LC,LC,PC,PC,C,PC,PC,LC,LC,LC,LC,PC,C,PC,LC,C,LC,LC,LC,LC,LC,LC,C,LC,LC,LC,LC,LC,LC,C,C,C,C,PC,LC,LC,PC,LC,LC,1,1,1,1,0,0,0,0,1,1,0,2,2,2,1,1,3,1,1,2,2,2,2,1.0,3,1,2,3.0,2,2,2,2,2,2,3,2.0,2,2,2,2,2,3,3,3,3,1,2,2,1,2,2,5,
BFA,Burkina Faso,2013,MER+FUR(s),2025-05,GIABA,LE,ME,LE,LE,LE,ME,LE,LE,LE,LE,LE,LC,LC,C,LC,C,PC,PC,LC,C,LC,LC,LC,LC,PC,PC,LC,LC,LC,PC,LC,C,PC,LC,LC,LC,PC,C,PC,C,C,C,C,LC,LC,LC,C,LC,LC,LC,LC,0,1,0,0,0,1,0,0,0,0,0,2,2,3,2,3,1,1,2,3,2,2,2,2.0,1,1,2,2.0,2,1,2,3,1,2,2,2.0,1,3,1,3,3,3,3,2,2,2,3,2,2,2,2,4,1
CPV,Cabo Verde,2013,MER+FUR(s),2025-05,GIABA,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,PC,LC,C,C,LC,PC,PC,PC,C,PC,LC,LC,LC,LC,NC,PC,PC,PC,PC,PC,LC,PC,LC,LC,LC,PC,PC,PC,LC,C,C,PC,C,LC,LC,LC,C,LC,C,LC,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,1,1,1,3,1,2,2,2.0,2,0,1,1.0,1,1,1,2,1,2,2,2.0,1,1,1,2,3,3,1,3,2,2,2,3,2,3,2,1,1
KHM,Cambodia,2013,MER+FUR(s),2023-10,APG,ME,ME,LE,LE,LE,LE,LE,LE,SE,ME,LE,LC,LC,LC,LC,LC,LC,LC,PC,C,LC,LC,LC,C,LC,NC,LC,LC,LC,LC,LC,LC,LC,LC,PC,PC,PC,LC,PC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,PC,1,1,0,0,0,0,0,0,2,1,0,2,2,2,2,2,2,2,1,3,2,2,2,3.0,2,0,2,2.0,2,2,2,2,2,2,1,1.0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2
CMR,Cameroon,2013,MER+FUR(s),2025-11,GABAC,LE,LE,LE,LE,LE,ME,LE,LE,ME,LE,LE,LC,C,LC,PC,LC,LC,LC,NC,C,LC,LC,LC,LC,LC,PC,LC,LC,LC,LC,LC,C,LC,LC,LC,LC,LC,LC,NC,LC,C,C,LC,PC,LC,LC,LC,LC,PC,C,LC,0,0,0,0,0,1,0,0,1,0,0,2,3,2,1,2,2,2,0,3,2,2,2,2.0,2,1,2,2.0,2,2,2,3,2,2,2,2.0,2,2,0,2,3,3,2,1,2,2,2,2,1,3,2,9,
CAN,Canada,2013,MER+FUR(s),2021-09,FATF,SE,SE,SE,ME,LE,ME,ME,ME,SE,SE,ME,LC,C,C,LC,LC,LC,LC,PC,C,LC,LC,LC,LC,C,LC,LC,C,LC,C,LC,LC,PC,LC,PC,NC,LC,C,PC,PC,C,LC,LC,C,LC,LC,C,LC,LC,C,LC,2,2,2,1,0,1,1,1,2,2,1,2,3,3,2,2,2,2,1,3,2,2,2,2.0,3,2,2,3.0,2,3,2,2,1,2,1,0.0,2,3,1,1,3,2,2,3,2,2,3,2,2,3,2,7,1
CYM,Cayman Islands,2013,MER+FUR(s),2021-10,CFATF,ME,ME,LE,LE,ME,LE,LE,ME,LE,ME,ME,LC,C,C,LC,C,LC,LC,LC,C,LC,C,C,C,LC,LC,LC,LC,C,C,C,C,C,C,LC,LC,C,C,C,LC,LC,LC,C,C,C,C,LC,C,LC,C,LC,1,1,0,0,1,0,0,1,0,1,1,2,3,3,2,3,2,2,2,3,2,3,3,3.0,2,2,2,2.0,3,3,3,3,3,3,2,2.0,3,3,3,2,2,2,3,3,3,3,2,3,2,3,2,1,1
CAF,Central African Republic,2013,MER,2023-11,GABAC,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,NC,PC,LC,PC,LC,NC,NC,NC,LC,PC,LC,PC,LC,NC,NC,PC,LC,LC,PC,PC,C,PC,PC,NC,PC,PC,LC,NC,PC,C,C,PC,NC,PC,PC,LC,LC,PC,LC,PC,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,2,1,2,1,2.0,0,0,1,2.0,2,1,1,3,1,1,0,1.0,1,2,0,1,3,3,1,0,1,1,2,2,1,2,1,,
TCD,Chad,2013,MER+FUR(s),2026-03,GABAC,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,NC,NC,C,PC,LC,PC,PC,NC,PC,LC,LC,LC,LC,LC,NC,PC,LC,PC,PC,C,C,PC,PC,NC,PC,PC,LC,NC,LC,LC,C,PC,NC,PC,PC,LC,LC,PC,C,LC,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,0,1,2,2,2,2.0,2,0,1,2.0,1,1,3,3,1,1,0,1.0,1,2,0,2,2,3,1,0,1,1,2,2,1,3,2,6,
CHL,Chile,2013,MER,2021-09,GAFILAT,SE,SE,ME,ME,LE,SE,ME,ME,ME,ME,ME,LC,C,LC,LC,PC,PC,PC,PC,C,LC,LC,LC,LC,C,PC,LC,,LC,C,LC,C,PC,PC,PC,LC,LC,C,PC,C,C,C,LC,C,LC,LC,LC,C,C,LC,LC,2,2,1,1,0,2,1,1,1,1,1,2,3,2,2,1,1,1,1,3,2,2,2,2.0,3,1,2,,2,3,2,3,1,1,1,2.0,2,3,1,3,3,3,2,3,2,2,2,3,3,2,2,,
CHN,China (People’s Republic of),2013,MER+FUR(s),2022-11,FATF,SE,ME,ME,LE,LE,ME,ME,SE,SE,LE,LE,LC,C,LC,C,LC,PC,PC,LC,C,LC,C,PC,LC,LC,LC,LC,LC,C,C,LC,LC,NC,NC,PC,NC,LC,LC,NC,LC,C,C,LC,LC,LC,PC,LC,LC,C,LC,LC,2,1,1,0,0,1,1,2,2,0,0,2,3,2,3,2,1,1,2,3,2,3,1,2.0,2,2,2,2.0,3,3,2,2,0,0,1,0.0,2,2,0,2,3,3,2,2,2,1,2,2,3,2,2,2,
TWN,Chinese Taipei,2013,MER,2019-10,APG,SE,SE,ME,ME,ME,SE,ME,SE,SE,SE,SE,LC,LC,LC,LC,LC,LC,LC,LC,C,LC,LC,C,C,C,C,C,C,LC,C,LC,LC,PC,LC,LC,PC,LC,LC,PC,LC,C,LC,LC,LC,C,PC,LC,LC,LC,LC,LC,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3.0,3,3,3,3.0,2,3,2,2,1,2,2,1.0,2,2,1,2,3,2,2,2,3,1,2,2,2,2,2,,
COL,Colombia,2013,MER+FUR(s),2023-01,GAFILAT,SE,SE,ME,ME,ME,SE,LE,SE,LE,ME,LE,LC,LC,LC,C,LC,PC,NC,PC,C,LC,C,LC,C,C,PC,C,,C,C,LC,C,PC,PC,PC,LC,LC,LC,PC,LC,C,C,LC,C,C,PC,LC,LC,C,LC,LC,2,2,1,1,1,2,0,2,0,1,0,2,2,2,3,2,1,0,1,3,2,3,2,3.0,3,1,3,,3,3,2,3,1,1,1,2.0,2,2,1,2,3,3,2,3,3,1,2,2,3,2,2,2,
COM,Comoros,2013,MER,2024-05,GIABA,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,PC,PC,C,LC,C,PC,PC,NC,C,PC,C,C,C,LC,NC,LC,PC,C,LC,C,C,PC,LC,PC,LC,PC,LC,NC,PC,C,C,LC,LC,PC,PC,LC,LC,PC,LC,PC,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,1,1,0,3,1,3,3,3.0,2,0,2,1.0,3,2,3,3,1,2,1,2.0,1,2,0,1,3,3,2,2,1,1,2,2,1,2,1,,
COG,Congo,2013,MER+FUR(s),2026-03,GABAC,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,PC,LC,PC,PC,LC,PC,PC,NC,LC,LC,LC,LC,LC,PC,NC,PC,LC,LC,PC,C,C,PC,PC,PC,PC,PC,LC,NC,LC,PC,C,LC,NC,PC,PC,PC,PC,PC,LC,LC,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,0,2,2,2,2,2.0,1,0,1,2.0,2,1,3,3,1,1,1,1.0,1,2,0,2,1,3,2,0,1,1,1,1,1,2,2,5,
COK,Cook Islands,2013,MER,2018-09,APG,SE,SE,SE,ME,SE,ME,LE,LE,ME,SE,ME,LC,C,LC,LC,LC,LC,PC,LC,C,LC,LC,LC,LC,C,LC,LC,LC,LC,LC,LC,C,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC,PC,LC,LC,LC,C,LC,2,2,2,1,2,1,0,0,1,2,1,2,3,2,2,2,2,1,2,3,2,2,2,2.0,3,2,2,2.0,2,2,2,3,2,2,2,2.0,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,,
CRI,Costa Rica,2013,MER+FUR(s),2024-02,GAFILAT,ME,SE,ME,ME,LE,ME,ME,ME,ME,LE,LE,LC,C,C,LC,C,LC,C,PC,C,LC,C,LC,LC,C,NC,LC,C,LC,C,C,C,LC,LC,LC,LC,LC,LC,LC,C,LC,LC,C,LC,LC,PC,C,C,LC,C,C,1,2,1,1,0,1,1,1,1,0,0,2,3,3,2,3,2,3,1,3,2,3,2,2.0,3,0,2,3.0,2,3,3,3,2,2,2,2.0,2,2,2,3,2,2,3,2,2,1,3,3,2,3,3,3,1
HRV,Croatia,2013,MER+FUR(s),2025-12,MONEYVAL,ME,SE,ME,ME,ME,ME,LE,ME,ME,LE,ME,LC,LC,LC,LC,LC,C,C,LC,C,LC,LC,LC,C,LC,LC,LC,LC,PC,LC,LC,LC,LC,LC,PC,LC,LC,LC,LC,C,C,LC,LC,LC,C,LC,LC,LC,PC,LC,LC,1,2,1,1,1,1,0,1,1,0,1,2,2,2,2,2,3,3,2,3,2,2,2,3.0,2,2,2,2.0,1,2,2,2,2,2,1,2.0,2,2,2,3,3,2,2,2,3,2,2,2,1,2,2,1,
